trace,protocol,sim_end_ns,bus_txns,bus_bytes,bus_rd,bus_rdx,bus_upd,state_trans,total_lat_ns,avg_lat_ns,bw_bytes_per_ns
producer_consumer,msi,689000,32,128,16,16,0,62,1.344e+06,42000,0.000185776
producer_consumer,msi,689000,32,128,16,16,0,62,1.344e+06,42000,0.000185776,16,16,0,0
